session,flight,cam,frame_number,click1_x,click1_y,click2_x,click2_y,centroid_x,centroid_y,diameter_px
2026_07_21_gym,flight_25,cam0,125,1212.0,891.0,1246.0,891.0,1229.0000,891.0000,34.0000
2026_07_21_gym,flight_25,cam1,126,1352.0,908.0,1379.0,907.0,1365.5000,907.5000,27.0185
2026_07_21_gym,flight_26,cam0,121,931.0,943.0,968.0,941.0,949.5000,942.0000,37.0540
2026_07_21_gym,flight_26,cam1,121,1105.0,971.0,1138.0,969.0,1121.5000,970.0000,33.0606
2026_07_21_gym,flight_27,cam0,108,1030.0,973.0,1071.0,972.0,1050.5000,972.5000,41.0122
2026_07_21_gym,flight_27,cam1,108,1218.0,989.0,1253.0,988.0,1235.5000,988.5000,35.0143
2026_07_21_gym,flight_28,cam0,121,1001.0,980.0,1043.0,980.0,1022.0000,980.0000,42.0000
2026_07_21_gym,flight_28,cam1,121,1191.0,997.0,1227.0,995.0,1209.0000,996.0000,36.0555
2026_07_21_gym,flight_29,cam0,129,1008.0,922.0,1040.0,921.0,1024.0000,921.5000,32.0156
2026_07_21_gym,flight_29,cam1,129,1164.0,950.0,1190.0,948.0,1177.0000,949.0000,26.0768
2026_07_21_gym,flight_30,cam0,134,862.0,979.0,901.0,977.0,881.5000,978.0000,39.0512
2026_07_21_gym,flight_30,cam1,134,1054.0,1008.0,1089.0,1009.0,1071.5000,1008.5000,35.0143
2026_07_21_gym,flight_31,cam0,102,1007.0,956.0,1045.0,954.0,1026.0000,955.0000,38.0526
2026_07_21_gym,flight_31,cam1,102,1186.0,978.0,1220.0,976.0,1203.0000,977.0000,34.0588
2026_07_21_gym,flight_32,cam0,150,940.0,947.0,975.0,945.0,957.5000,946.0000,35.0571
2026_07_21_gym,flight_32,cam1,150,1108.0,975.0,1138.0,974.0,1123.0000,974.5000,30.0167
2026_07_21_gym,flight_33,cam0,111,1003.0,953.0,1048.0,951.0,1025.5000,952.0000,45.0444
2026_07_21_gym,flight_33,cam1,112,1200.0,971.0,1241.0,967.0,1220.5000,969.0000,41.1947
2026_07_21_gym,flight_34,cam0,101,929.0,977.0,974.0,972.0,951.5000,974.5000,45.2769
2026_07_21_gym,flight_34,cam1,101,1132.0,999.0,1173.0,995.0,1152.5000,997.0000,41.1947
2026_07_21_gym,flight_35,cam0,116,1178.0,900.0,1211.0,900.0,1194.5000,900.0000,33.0000
2026_07_21_gym,flight_35,cam1,117,1327.0,920.0,1355.0,918.0,1341.0000,919.0000,28.0713
2026_07_21_gym,flight_36,cam0,93,1069.0,925.0,1106.0,924.0,1087.5000,924.5000,37.0135
2026_07_21_gym,flight_36,cam1,94,1237.0,944.0,1269.0,943.0,1253.0000,943.5000,32.0156
2026_07_21_gym,flight_37,cam0,99,973.0,949.0,1014.0,946.0,993.5000,947.5000,41.1096
2026_07_21_gym,flight_37,cam1,100,1164.0,973.0,1200.0,972.0,1182.0000,972.5000,36.0139
2026_07_21_gym,flight_38,cam0,116,801.0,949.0,839.0,949.0,820.0000,949.0000,38.0000
2026_07_21_gym,flight_38,cam1,117,990.0,988.0,1026.0,987.0,1008.0000,987.5000,36.0139
2026_07_21_gym,flight_39,cam0,115,1060.0,939.0,1094.0,938.0,1077.0000,938.5000,34.0147
2026_07_21_gym,flight_39,cam1,115,1222.0,962.0,1255.0,961.0,1238.5000,961.5000,33.0151
2026_07_21_gym,flight_40,cam0,120,1129.0,943.0,1164.0,941.0,1146.5000,942.0000,35.0571
2026_07_21_gym,flight_40,cam1,120,1293.0,959.0,1325.0,957.0,1309.0000,958.0000,32.0624
2026_07_21_gym,flight_41,cam0,135,1007.0,966.0,1058.0,960.0,1032.5000,963.0000,51.3517
2026_07_21_gym,flight_41,cam1,136,1225.0,979.0,1266.0,976.0,1245.5000,977.5000,41.1096
2026_07_21_gym,flight_42,cam0,121,917.0,958.0,955.0,957.0,936.0000,957.5000,38.0132
2026_07_21_gym,flight_42,cam1,121,1102.0,988.0,1136.0,987.0,1119.0000,987.5000,34.0147
2026_07_21_gym,flight_43,cam0,147,1045.0,937.0,1084.0,934.0,1064.5000,935.5000,39.1152
2026_07_21_gym,flight_43,cam1,148,1217.0,962.0,1254.0,958.0,1235.5000,960.0000,37.2156
2026_07_21_gym,flight_44,cam0,133,877.0,929.0,908.0,929.0,892.5000,929.0000,31.0000
2026_07_21_gym,flight_44,cam1,134,1050.0,968.0,1078.0,967.0,1064.0000,967.5000,28.0179
2026_07_21_gym,flight_45,cam0,133,1043.0,926.0,1079.0,922.0,1061.0000,924.0000,36.2215
2026_07_21_gym,flight_45,cam1,134,1221.0,948.0,1253.0,945.0,1237.0000,946.5000,32.1403
2026_07_21_gym,flight_46,cam0,108,893.0,978.0,933.0,974.0,913.0000,976.0000,40.1995
2026_07_21_gym,flight_46,cam1,108,1086.0,1007.0,1121.0,1006.0,1103.5000,1006.5000,35.0143
2026_07_21_gym,flight_47,cam0,144,1048.0,934.0,1081.0,932.0,1064.5000,933.0000,33.0606
2026_07_21_gym,flight_47,cam1,144,1209.0,961.0,1238.0,957.0,1223.5000,959.0000,29.2746
2026_07_21_gym,flight_48,cam0,125,1121.0,895.0,1150.0,891.0,1135.5000,893.0000,29.2746
2026_07_21_gym,flight_48,cam1,126,1264.0,924.0,1289.0,919.0,1276.5000,921.5000,25.4951
2026_07_21_gym,flight_49,cam0,111,1116.0,962.0,1151.0,957.0,1133.5000,959.5000,35.3553
2026_07_21_gym,flight_49,cam1,111,1265.0,972.0,1298.0,967.0,1281.5000,969.5000,33.3766
2026_07_21_gym,flight_50,cam0,127,1323.0,899.0,1358.0,894.0,1340.5000,896.5000,35.3553
2026_07_21_gym,flight_50,cam1,127,,,,,,,
2026_07_21_gym,flight_51,cam0,132,1062.0,920.0,1095.0,920.0,1078.5000,920.0000,33.0000
2026_07_21_gym,flight_51,cam1,132,1218.0,950.0,1247.0,948.0,1232.5000,949.0000,29.0689
2026_07_21_gym,flight_52,cam0,116,1044.0,912.0,1077.0,907.0,1060.5000,909.5000,33.3766
2026_07_21_gym,flight_52,cam1,117,1203.0,940.0,1231.0,938.0,1217.0000,939.0000,28.0713
2026_07_21_gym,flight_53,cam0,122,1057.0,963.0,1100.0,960.0,1078.5000,961.5000,43.1045
2026_07_21_gym,flight_53,cam1,122,1240.0,984.0,1277.0,981.0,1258.5000,982.5000,37.1214
2026_07_21_gym,flight_54,cam0,108,1106.0,912.0,1139.0,909.0,1122.5000,910.5000,33.1361
2026_07_21_gym,flight_54,cam1,109,1261.0,938.0,1289.0,935.0,1275.0000,936.5000,28.1603
2026_07_21_gym,flight_55,cam0,126,1088.0,906.0,1123.0,903.0,1105.5000,904.5000,35.1283
2026_07_21_gym,flight_55,cam1,127,1249.0,933.0,1281.0,929.0,1265.0000,931.0000,32.2490
2026_07_21_gym,flight_56,cam0,121,1093.0,965.0,1132.0,962.0,1112.5000,963.5000,39.1152
2026_07_21_gym,flight_56,cam1,121,1267.0,983.0,1302.0,979.0,1284.5000,981.0000,35.2278
2026_07_21_gym,flight_57,cam0,142,1039.0,925.0,1074.0,923.0,1056.5000,924.0000,35.0571
2026_07_21_gym,flight_57,cam1,142,1202.0,954.0,1236.0,952.0,1219.0000,953.0000,34.0588
2026_07_21_gym,flight_58,cam0,133,1124.0,935.0,1160.0,933.0,1142.0000,934.0000,36.0555
2026_07_21_gym,flight_58,cam1,132,1278.0,940.0,1310.0,937.0,1294.0000,938.5000,32.1403
2026_07_21_gym,flight_59,cam0,118,1096.0,957.0,1137.0,951.0,1116.5000,954.0000,41.4367
2026_07_21_gym,flight_59,cam1,117,1268.0,953.0,1301.0,951.0,1284.5000,952.0000,33.0606
2026_07_21_gym,flight_60,cam0,128,966.0,969.0,1011.0,966.0,988.5000,967.5000,45.0999
2026_07_21_gym,flight_60,cam1,127,1164.0,974.0,1203.0,968.0,1183.5000,971.0000,39.4588
2026_07_21_gym,flight_61,cam0,90,1115.0,964.0,1157.0,961.0,1136.0000,962.5000,42.1070
2026_07_21_gym,flight_61,cam1,89,1286.0,965.0,1318.0,963.0,1302.0000,964.0000,32.0624
2026_07_21_gym,flight_62,cam0,85,1223.0,872.0,1254.0,869.0,1238.5000,870.5000,31.1448
2026_07_21_gym,flight_62,cam1,85,1354.0,887.0,1381.0,887.0,1367.5000,887.0000,27.0000
2026_07_21_gym,flight_63,cam0,75,1135.0,936.0,1169.0,933.0,1152.0000,934.5000,34.1321
2026_07_21_gym,flight_63,cam1,75,1282.0,947.0,1311.0,945.0,1296.5000,946.0000,29.0689
2026_07_21_gym,flight_64,cam0,78,1146.0,893.0,1175.0,891.0,1160.5000,892.0000,29.0689
2026_07_21_gym,flight_64,cam1,77,1281.0,912.0,1307.0,909.0,1294.0000,910.5000,26.1725
2026_07_21_gym,flight_65,cam0,81,1063.0,949.0,1097.0,945.0,1080.0000,947.0000,34.2345
2026_07_21_gym,flight_65,cam1,80,1221.0,961.0,1251.0,959.0,1236.0000,960.0000,30.0666
2026_07_21_gym,flight_66,cam0,75,1011.0,949.0,1044.0,947.0,1027.5000,948.0000,33.0606
2026_07_21_gym,flight_66,cam1,74,1174.0,969.0,1204.0,966.0,1189.0000,967.5000,30.1496
2026_07_21_gym,flight_67,cam0,68,841.0,995.0,888.0,995.0,864.5000,995.0000,47.0000
2026_07_21_gym,flight_67,cam1,68,1050.0,1013.0,1090.0,1012.0,1070.0000,1012.5000,40.0125
2026_07_21_gym,flight_68,cam0,85,1236.0,932.0,1271.0,931.0,1253.5000,931.5000,35.0143
2026_07_21_gym,flight_68,cam1,85,1380.0,935.0,1407.0,935.0,1393.5000,935.0000,27.0000
2026_07_21_gym,flight_69,cam0,95,1213.0,885.0,1242.0,885.0,1227.5000,885.0000,29.0000
2026_07_21_gym,flight_69,cam1,95,1343.0,901.0,1369.0,900.0,1356.0000,900.5000,26.0192
2026_07_21_gym,flight_70,cam0,104,1132.0,959.0,1166.0,959.0,1149.0000,959.0000,34.0000
2026_07_21_gym,flight_70,cam1,104,1278.0,971.0,1306.0,971.0,1292.0000,971.0000,28.0000
2026_07_21_gym,flight_71,cam0,70,834.0,1006.0,881.0,1005.0,857.5000,1005.5000,47.0106
2026_07_21_gym,flight_71,cam1,69,1046.0,1025.0,1086.0,1025.0,1066.0000,1025.0000,40.0000
2026_07_21_gym,flight_72,cam0,73,1094.0,934.0,1127.0,932.0,1110.5000,933.0000,33.0606
2026_07_21_gym,flight_72,cam1,73,1246.0,950.0,1276.0,947.0,1261.0000,948.5000,30.1496
2026_07_21_gym,flight_73,cam0,101,1239.0,932.0,1276.0,931.0,1257.5000,931.5000,37.0135
2026_07_21_gym,flight_73,cam1,101,1382.0,935.0,1410.0,935.0,1396.0000,935.0000,28.0000
2026_07_21_gym,flight_74,cam0,73,1335.0,890.0,1368.0,888.0,1351.5000,889.0000,33.0606
2026_07_21_gym,flight_74,cam1,73,,,,,,,
2026_07_21_gym,flight_75,cam0,92,1182.0,929.0,1218.0,928.0,1200.0000,928.5000,36.0139
2026_07_21_gym,flight_75,cam1,91,1333.0,936.0,1361.0,936.0,1347.0000,936.0000,28.0000
2026_07_21_gym,flight_76,cam0,85,1132.0,945.0,1168.0,944.0,1150.0000,944.5000,36.0139
2026_07_21_gym,flight_76,cam1,85,1289.0,953.0,1318.0,952.0,1303.5000,952.5000,29.0172
2026_07_21_gym,flight_77,cam0,82,1150.0,954.0,1188.0,953.0,1169.0000,953.5000,38.0132
2026_07_21_gym,flight_77,cam1,82,1308.0,962.0,1339.0,959.0,1323.5000,960.5000,31.1448
2026_07_21_gym,flight_78,cam0,79,1187.0,936.0,1220.0,931.0,1203.5000,933.5000,33.3766
2026_07_21_gym,flight_78,cam1,79,1330.0,944.0,1358.0,943.0,1344.0000,943.5000,28.0179
2026_07_21_gym,flight_79,cam0,65,1132.0,948.0,1166.0,944.0,1149.0000,946.0000,34.2345
2026_07_21_gym,flight_79,cam1,65,1284.0,958.0,1312.0,957.0,1298.0000,957.5000,28.0179
2026_07_21_gym,flight_80,cam0,73,1018.0,945.0,1054.0,945.0,1036.0000,945.0000,36.0000
2026_07_21_gym,flight_80,cam1,72,,,,,,,
2026_07_21_gym,flight_81,cam0,78,1071.0,966.0,1111.0,966.0,1091.0000,966.0000,40.0000
2026_07_21_gym,flight_81,cam1,78,1247.0,976.0,1283.0,974.0,1265.0000,975.0000,36.0555
2026_07_21_gym,flight_82,cam0,74,1110.0,949.0,1146.0,949.0,1128.0000,949.0000,36.0000
2026_07_21_gym,flight_82,cam1,74,1270.0,960.0,1298.0,961.0,1284.0000,960.5000,28.0179
2026_07_21_gym,flight_83,cam0,95,1167.0,929.0,1194.0,928.0,1180.5000,928.5000,27.0185
2026_07_21_gym,flight_83,cam1,95,1312.0,942.0,1336.0,941.0,1324.0000,941.5000,24.0208
2026_07_21_gym,flight_84,cam0,66,1015.0,990.0,1058.0,990.0,1036.5000,990.0000,43.0000
2026_07_21_gym,flight_84,cam1,66,1202.0,1002.0,1238.0,1000.0,1220.0000,1001.0000,36.0555
2026_07_21_gym,flight_85,cam0,77,1147.0,865.0,1176.0,864.0,1161.5000,864.5000,29.0172
2026_07_21_gym,flight_85,cam1,77,1284.0,889.0,1310.0,887.0,1297.0000,888.0000,26.0768
2026_07_21_gym,flight_86,cam0,65,1064.0,951.0,1101.0,948.0,1082.5000,949.5000,37.1214
2026_07_21_gym,flight_86,cam1,65,1227.0,966.0,1256.0,965.0,1241.5000,965.5000,29.0172
2026_07_21_gym,flight_87,cam0,74,1226.0,922.0,1258.0,920.0,1242.0000,921.0000,32.0624
2026_07_21_gym,flight_87,cam1,74,1371.0,947.0,1384.0,914.0,1377.5000,930.5000,35.4683
2026_07_21_gym,flight_88,cam0,94,1409.0,874.0,1394.0,902.0,1401.5000,888.0000,31.7648
2026_07_21_gym,flight_88,cam1,94,,,,,,,
2026_07_21_gym,flight_89,cam0,66,816.0,1015.0,863.0,1015.0,839.5000,1015.0000,47.0000
2026_07_21_gym,flight_89,cam1,66,1037.0,1039.0,1080.0,1037.0,1058.5000,1038.0000,43.0465
2026_07_21_gym,flight_90,cam0,74,1140.0,925.0,1174.0,923.0,1157.0000,924.0000,34.0588
2026_07_21_gym,flight_90,cam1,74,1287.0,943.0,1317.0,940.0,1302.0000,941.5000,30.1496
2026_07_21_gym,flight_91,cam0,113,1058.0,971.0,1104.0,969.0,1081.0000,970.0000,46.0435
2026_07_21_gym,flight_91,cam1,113,1260.0,996.0,1276.0,957.0,1268.0000,976.5000,42.1545
2026_07_21_gym,flight_92,cam0,119,1143.0,944.0,1158.0,912.0,1150.5000,928.0000,35.3412
2026_07_21_gym,flight_92,cam1,119,1300.0,954.0,1311.0,927.0,1305.5000,940.5000,29.1548
2026_07_21_gym,flight_93,cam0,108,1068.0,918.0,1096.0,917.0,1082.0000,917.5000,28.0179
2026_07_21_gym,flight_93,cam1,108,1214.0,942.0,1240.0,940.0,1227.0000,941.0000,26.0768
2026_07_21_gym,flight_94,cam0,88,1191.0,931.0,1225.0,929.0,1208.0000,930.0000,34.0588
2026_07_21_gym,flight_94,cam1,88,1339.0,941.0,1368.0,938.0,1353.5000,939.5000,29.1548
2026_07_21_gym,flight_95,cam0,121,1151.0,905.0,1179.0,905.0,1165.0000,905.0000,28.0000
2026_07_21_gym,flight_95,cam1,121,1284.0,929.0,1310.0,928.0,1297.0000,928.5000,26.0192
2026_07_21_gym,flight_96,cam0,95,1027.0,941.0,1059.0,939.0,1043.0000,940.0000,32.0624
2026_07_21_gym,flight_96,cam1,95,1187.0,962.0,1215.0,961.0,1201.0000,961.5000,28.0179
2026_07_21_gym,flight_97,cam0,111,1065.0,980.0,1109.0,975.0,1087.0000,977.5000,44.2832
2026_07_21_gym,flight_97,cam1,111,1259.0,1004.0,1281.0,968.0,1270.0000,986.0000,42.1900
2026_07_21_gym,flight_98,cam0,121,1052.0,947.0,1086.0,947.0,1069.0000,947.0000,34.0000
2026_07_21_gym,flight_98,cam1,121,1217.0,965.0,1246.0,964.0,1231.5000,964.5000,29.0172
2026_07_21_gym,flight_99,cam0,117,934.0,960.0,969.0,959.0,951.5000,959.5000,35.0143
2026_07_21_gym,flight_99,cam1,117,1106.0,986.0,1138.0,986.0,1122.0000,986.0000,32.0000
2026_07_21_gym,flight_100,cam0,154,1168.0,923.0,1198.0,921.0,1183.0000,922.0000,30.0666
2026_07_21_gym,flight_100,cam1,154,1307.0,941.0,1332.0,940.0,1319.5000,940.5000,25.0200
2026_07_21_gym,flight_101,cam0,120,898.0,968.0,936.0,965.0,917.0000,966.5000,38.1182
2026_07_21_gym,flight_101,cam1,120,1085.0,994.0,1121.0,990.0,1103.0000,992.0000,36.2215
2026_07_21_gym,flight_102,cam0,109,1022.0,972.0,1061.0,969.0,1041.5000,970.5000,39.1152
2026_07_21_gym,flight_102,cam1,109,1197.0,989.0,1232.0,987.0,1214.5000,988.0000,35.0571
2026_07_21_gym,flight_103,cam0,116,1144.0,952.0,1183.0,949.0,1163.5000,950.5000,39.1152
2026_07_21_gym,flight_103,cam1,116,1318.0,977.0,1338.0,942.0,1328.0000,959.5000,40.3113
2026_07_21_gym,flight_104,cam0,104,999.0,939.0,1034.0,937.0,1016.5000,938.0000,35.0571
2026_07_21_gym,flight_104,cam1,104,1166.0,963.0,1196.0,959.0,1181.0000,961.0000,30.2655
2026_07_21_gym,flight_105,cam0,156,999.0,930.0,1031.0,928.0,1015.0000,929.0000,32.0624
2026_07_21_gym,flight_105,cam1,157,1165.0,953.0,1193.0,952.0,1179.0000,952.5000,28.0179
2026_07_21_gym,flight_106,cam0,140,1102.0,938.0,1138.0,938.0,1120.0000,938.0000,36.0000
2026_07_21_gym,flight_106,cam1,140,1262.0,959.0,1289.0,958.0,1275.5000,958.5000,27.0185
2026_07_21_gym,flight_107,cam0,126,1027.0,929.0,1063.0,926.0,1045.0000,927.5000,36.1248
2026_07_21_gym,flight_107,cam1,127,1197.0,953.0,1225.0,951.0,1211.0000,952.0000,28.0713
2026_07_21_gym,flight_108,cam0,106,1036.0,955.0,1072.0,953.0,1054.0000,954.0000,36.0555
2026_07_21_gym,flight_108,cam1,106,1208.0,975.0,1238.0,973.0,1223.0000,974.0000,30.0666
2026_07_21_gym,flight_109,cam0,133,1173.0,915.0,1205.0,914.0,1189.0000,914.5000,32.0156
2026_07_21_gym,flight_109,cam1,133,1314.0,936.0,1340.0,932.0,1327.0000,934.0000,26.3059
2026_07_21_gym,flight_110,cam0,109,1030.0,939.0,1068.0,934.0,1049.0000,936.5000,38.3275
2026_07_21_gym,flight_110,cam1,110,1201.0,960.0,1232.0,958.0,1216.5000,959.0000,31.0644
2026_07_21_gym,flight_111,cam0,121,981.0,957.0,1020.0,955.0,1000.5000,956.0000,39.0512
2026_07_21_gym,flight_111,cam1,122,1168.0,981.0,1202.0,979.0,1185.0000,980.0000,34.0588
2026_07_21_gym,flight_112,cam0,112,966.0,964.0,1004.0,963.0,985.0000,963.5000,38.0132
2026_07_21_gym,flight_112,cam1,113,1153.0,987.0,1188.0,985.0,1170.5000,986.0000,35.0571
2026_07_21_gym,flight_113,cam0,129,943.0,945.0,982.0,943.0,962.5000,944.0000,39.0512
2026_07_21_gym,flight_113,cam1,130,1130.0,971.0,1160.0,970.0,1145.0000,970.5000,30.0167
2026_07_21_gym,flight_114,cam0,103,1104.0,946.0,1141.0,942.0,1122.5000,944.0000,37.2156
2026_07_21_gym,flight_114,cam1,103,1266.0,966.0,1297.0,962.0,1281.5000,964.0000,31.2570
2026_07_21_gym,flight_115,cam0,115,1150.0,957.0,1171.0,925.0,1160.5000,941.0000,38.2753
2026_07_21_gym,flight_115,cam1,115,1304.0,972.0,1322.0,943.0,1313.0000,957.5000,34.1321
2026_07_21_gym,flight_116,cam0,104,1018.0,1007.0,1063.0,1005.0,1040.5000,1006.0000,45.0444
2026_07_21_gym,flight_116,cam1,104,1218.0,1020.0,1256.0,1015.0,1237.0000,1017.5000,38.3275
2026_07_21_gym,flight_117,cam0,110,1074.0,946.0,1110.0,944.0,1092.0000,945.0000,36.0555
2026_07_21_gym,flight_117,cam1,110,1239.0,968.0,1270.0,965.0,1254.5000,966.5000,31.1448
2026_07_21_gym,flight_118,cam0,139,1094.0,941.0,1129.0,938.0,1111.5000,939.5000,35.1283
2026_07_21_gym,flight_118,cam1,139,1248.0,963.0,1278.0,961.0,1263.0000,962.0000,30.0666
2026_07_21_gym,flight_119,cam0,120,1069.0,949.0,1105.0,946.0,1087.0000,947.5000,36.1248
2026_07_21_gym,flight_119,cam1,120,1245.0,985.0,1261.0,953.0,1253.0000,969.0000,35.7771
2026_07_21_gym,flight_120,cam0,122,1019.0,964.0,1059.0,961.0,1039.0000,962.5000,40.1123
2026_07_21_gym,flight_120,cam1,122,1194.0,989.0,1226.0,985.0,1210.0000,987.0000,32.2490
2026_07_21_gym,flight_121,cam0,135,1118.0,911.0,1151.0,907.0,1134.5000,909.0000,33.2415
2026_07_21_gym,flight_121,cam1,136,1280.0,951.0,1294.0,920.0,1287.0000,935.5000,34.0147
2026_07_21_gym,flight_122,cam0,126,1119.0,963.0,1159.0,958.0,1139.0000,960.5000,40.3113
2026_07_21_gym,flight_122,cam1,126,1295.0,994.0,1317.0,960.0,1306.0000,977.0000,40.4969
2026_07_21_gym,flight_123,cam0,121,1150.0,948.0,1165.0,915.0,1157.5000,931.5000,36.2491
2026_07_21_gym,flight_123,cam1,121,1299.0,969.0,1312.0,937.0,1305.5000,953.0000,34.5398
2026_07_21_gym,flight_124,cam0,123,1050.0,916.0,1079.0,915.0,1064.5000,915.5000,29.0172
2026_07_21_gym,flight_124,cam1,124,1206.0,944.0,1232.0,942.0,1219.0000,943.0000,26.0768
2026_07_21_gym,flight_125,cam0,107,1064.0,918.0,1101.0,914.0,1082.5000,916.0000,37.2156
2026_07_21_gym,flight_125,cam1,108,1239.0,956.0,1260.0,927.0,1249.5000,941.5000,35.8050
2026_07_21_gym,flight_126,cam0,124,1052.0,923.0,1083.0,921.0,1067.5000,922.0000,31.0644
2026_07_21_gym,flight_126,cam1,124,1205.0,952.0,1230.0,952.0,1217.5000,952.0000,25.0000
2026_07_15_gym,flight_01,cam0,68,911.0,936.0,946.0,933.0,928.5000,934.5000,35.1283
2026_07_15_gym,flight_01,cam1,68,1079.0,960.0,1111.0,957.0,1095.0000,958.5000,32.1403
2026_07_15_gym,flight_11,cam0,134,1309.0,796.0,1325.0,758.0,1317.0000,777.0000,41.2311
